runtime,seasons,imdb_score,action,animation,comedy,crime,documentation,drama,european,family,fantasy,history,horror,music,reality,romance,scifi,sport,thriller,war,western,América del Sur,América del Norte,África,Europa,Oceanía,Asia,Streaming_Service,type_SHOW,release_year_1970s,release_year_1980s,release_year_1990s,release_year_2000s,release_year_2010s,release_year_2020s,release_year_<1970
59,1.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
133,0.0,3.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
123,0.0,5.7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
27,6.0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,True,False,False,False,False,True,False,False
90,0.0,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
86,0.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
89,0.0,4.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
97,0.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
94,0.0,3.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
120,0.0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
22,4.0,7.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
97,0.0,6.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
78,0.0,5.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
44,2.0,6.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
93,0.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
108,0.0,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
61,0.0,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
117,0.0,6.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
86,0.0,5.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
98,0.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
43,1.0,7.5,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
84,0.0,5.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
64,0.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
127,0.0,7.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
94,0.0,4.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,6.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
92,0.0,5.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
92,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
73,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
80,0.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
66,0.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
94,0.0,6.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
75,0.0,5.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
98,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
93,0.0,5.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
64,1.0,8.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
80,0.0,5.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
82,0.0,7.4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
111,0.0,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,3.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
89,0.0,5.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
81,0.0,4.7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,6.1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.9,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
15,2.0,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
85,0.0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
47,1.0,5.5,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
83,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
83,0.0,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
27,1.0,7.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
98,0.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,5.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
99,0.0,3.7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
81,0.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
113,0.0,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
108,0.0,5.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
75,0.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
99,0.0,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,8.1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
22,1.0,7.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
89,0.0,4.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
170,0.0,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
60,0.0,5.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,7.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
86,0.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,Prime Video,False,False,False,False,False,True,False,False
101,0.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
91,0.0,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,False,False,False,False,False,True,False,False
78,0.0,5.8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
7,2.0,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
86,0.0,4.4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
11,2.0,7.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
134,0.0,6.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
93,0.0,6.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
103,0.0,4.7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
95,0.0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
136,0.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
76,0.0,7.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
79,0.0,5.8,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
94,0.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,3.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
110,0.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
100,0.0,4.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
93,0.0,5.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
87,0.0,7.3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,False,False,False,False,False,True,False,False
181,0.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
97,0.0,5.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
131,0.0,5.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
141,0.0,6.3,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
97,0.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
105,0.0,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
57,0.0,6.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
10,5.0,7.2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
90,0.0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
89,0.0,6.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
89,0.0,6.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
116,0.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
61,0.0,4.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
44,0.0,6.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
88,0.0,6.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
120,0.0,6.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Prime Video,False,False,False,False,False,True,False,False
84,0.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
50,1.0,7.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
85,0.0,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
108,0.0,5.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
110,0.0,7.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,5.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
138,0.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
38,0.0,7.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
97,0.0,5.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,False,False,False,False,False,True,False,False
108,0.0,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Prime Video,False,False,False,False,False,True,False,False
45,0.0,6.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
139,0.0,5.8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Prime Video,False,False,False,False,False,True,False,False
13,4.0,7.7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,True,False,False,False,False,True,False,False
80,0.0,6.1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
97,0.0,6.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
6,1.0,4.7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
97,0.0,5.4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
88,0.0,6.7,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
47,0.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
87,0.0,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
86,0.0,5.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
135,0.0,4.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
139,0.0,7.6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
9,1.0,8.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,True,False,False,False,False,True,False,False
93,0.0,6.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
49,0.0,6.6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,6.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
87,0.0,5.4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
144,0.0,3.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
76,0.0,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
111,0.0,4.7,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
73,0.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
45,0.0,7.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
101,0.0,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
61,0.0,7.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
80,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
12,1.0,7.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
91,0.0,4.3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
131,0.0,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
90,0.0,4.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
154,0.0,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
115,0.0,6.4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,Prime Video,False,False,False,False,False,True,False,False
88,0.0,4.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
84,0.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
90,0.0,6.1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
64,0.0,5.9,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
80,0.0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
85,0.0,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
60,0.0,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
83,0.0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
135,0.0,4.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Prime Video,False,False,False,False,False,True,False,False
82,0.0,3.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
43,1.0,7.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Prime Video,True,False,False,False,False,True,False,False
108,0.0,5.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
63,0.0,6.5,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Prime Video,False,False,False,False,False,True,False,False
51,1.0,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
80,0.0,4.6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Prime Video,False,False,False,False,False,True,False,False
12,3.0,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prime Video,True,False,False,False,False,True,False,False
